student_id,district_id,school_id,assessment_edition,composite_level,composite_score
7969364965,80407,80407807,DIBELS 8th Edition,Well Below Benchmark,279
7969681376,86136,,DIBELS 8th Edition,At Benchmark,321
7969698795,818402,818402803,DIBELS 8th Edition,Well Below Benchmark,254
7966197269,86136,86136003,DIBELS 8th Edition,At Benchmark,330
7966499873,86136,86136004,DIBELS 8th Edition,Below Benchmark,286
7965678716,873401,873401809,DIBELS 8th Edition,Well Below Benchmark,267
7965418326,844407,844407805,DIBELS 8th Edition,Well Below Benchmark,257
7962891978,820407,820407876,DIBELS 8th Edition,Well Below Benchmark,243
7962813543,27403,27403808,DIBELS 8th Edition,At Benchmark,321
7962723667,819402,819402806,DIBELS 8th Edition,Above Benchmark,344
7962944529,825407,825407809,DIBELS 8th Edition,Well Below Benchmark,243
7962493661,778108,778108061,DIBELS 8th Edition,Below Benchmark,297
7961292125,820407,820407885,DIBELS 8th Edition,Well Below Benchmark,273
7964628447,93408,93408801,DIBELS 8th Edition,Above Benchmark,378
7964572129,821101,821101808,DIBELS 8th Edition,Above Benchmark,364
7964541932,867407,867407808,DIBELS 8th Edition,Well Below Benchmark,277
7964541681,801102,801102870,DIBELS 8th Edition,Well Below Benchmark,266
7964261379,820407,820407876,DIBELS 8th Edition,At Benchmark,316
7958912446,35407,35407307,DIBELS 8th Edition,Well Below Benchmark,247
7958663216,19107,19107008,DIBELS 8th Edition,Above Benchmark,332
7958619756,821409,821409867,DIBELS 8th Edition,Above Benchmark,444
7958492248,20401,20401801,DIBELS 8th Edition,Well Below Benchmark,255
7957653567,78407,78407884,DIBELS 8th Edition,Above Benchmark,333
7953329798,48401,48401807,DIBELS 8th Edition,Below Benchmark,284
7953596524,819402,819402803,DIBELS 8th Edition,Well Below Benchmark,243
7959717575,86136,86136004,DIBELS 8th Edition,Below Benchmark,287
7959713738,874406,874406809,DIBELS 8th Edition,Well Below Benchmark,261
7959564633,801102,856408832,DIBELS 8th Edition,Well Below Benchmark,243
7959198277,829108,829108808,DIBELS 8th Edition,Above Benchmark,355
7956882665,820407,820407803,DIBELS 8th Edition,Well Below Benchmark,254
7956851651,848408,848408809,DIBELS 8th Edition,Well Below Benchmark,255
7956558997,739405,739405808,DIBELS 8th Edition,At Benchmark,314
7956159964,93408,93408807,DIBELS 8th Edition,Well Below Benchmark,252
7956128582,833403,833403804,DIBELS 8th Edition,Above Benchmark,335
7952314134,778108,778108061,DIBELS 8th Edition,Well Below Benchmark,255
7952621517,818408,818408807,DIBELS 8th Edition,At Benchmark,308
7952275717,806405,806405885,DIBELS 8th Edition,Well Below Benchmark,279
7952257532,62477,62477801,DIBELS 8th Edition,Well Below Benchmark,279
7951788597,801405,801405879,DIBELS 8th Edition,Above Benchmark,346
7951392612,844407,844407809,DIBELS 8th Edition,Well Below Benchmark,249
7951966149,86136,,DIBELS 8th Edition,Above Benchmark,354
7951579186,770486,770486803,DIBELS 8th Edition,Above Benchmark,347
7951295642,820407,820407830,DIBELS 8th Edition,At Benchmark,307
7954832389,787406,787406802,DIBELS 8th Edition,Above Benchmark,333
7954785679,821409,821409894,DIBELS 8th Edition,Above Benchmark,546
7954628192,62477,62477802,DIBELS 8th Edition,Above Benchmark,399
7928848676,820407,820407876,DIBELS 8th Edition,Well Below Benchmark,254
7927718953,778108,778108095,DIBELS 8th Edition,Well Below Benchmark,243
7927959479,818406,818406807,DIBELS 8th Edition,Well Below Benchmark,265
7927643127,78407,78407880,DIBELS 8th Edition,At Benchmark,316
7927563312,873401,873401809,DIBELS 8th Edition,Below Benchmark,304
7927246254,90407,90407008,DIBELS 8th Edition,At Benchmark,319
7927144683,844407,844407806,DIBELS 8th Edition,At Benchmark,315
7927453216,820407,820407838,DIBELS 8th Edition,Above Benchmark,350
7923885891,35407,35407307,DIBELS 8th Edition,Well Below Benchmark,249
7923843924,819402,819402808,DIBELS 8th Edition,Above Benchmark,395
7923114411,806405,806405888,DIBELS 8th Edition,Above Benchmark,357
7923452796,844407,844407801,DIBELS 8th Edition,Below Benchmark,288
7929815152,820405,820405805,DIBELS 8th Edition,Below Benchmark,305
7929974766,801405,801405872,DIBELS 8th Edition,Below Benchmark,293
7929675934,778108,778108050,DIBELS 8th Edition,Well Below Benchmark,276
7926768998,93408,93408889,DIBELS 8th Edition,Above Benchmark,467
7926637434,48483,48483808,DIBELS 8th Edition,Below Benchmark,303
7925828873,800406,800406807,DIBELS 8th Edition,Above Benchmark,382
7922334122,787406,787406802,DIBELS 8th Edition,Below Benchmark,281
7921224277,806405,806405808,DIBELS 8th Edition,Above Benchmark,339
7918335974,888408,888408806,DIBELS 8th Edition,Well Below Benchmark,269
7917925821,820407,820407874,DIBELS 8th Edition,Above Benchmark,341
7917556617,20401,20401803,DIBELS 8th Edition,Well Below Benchmark,273
7913378737,739402,739402808,DIBELS 8th Edition,Well Below Benchmark,243
7913657617,815407,815407809,DIBELS 8th Edition,Below Benchmark,302
7913259897,48401,48401808,DIBELS 8th Edition,Below Benchmark,303
7919726114,739402,739402808,DIBELS 8th Edition,Above Benchmark,334
7919391353,,Mason,DIBELS 8th Edition,Below Benchmark,285
7919141518,820407,820407889,DIBELS 8th Edition,Above Benchmark,376
7916764517,818402,818402803,DIBELS 8th Edition,Well Below Benchmark,261
7916371928,705408,705408808,DIBELS 8th Edition,Well Below Benchmark,265
7916232479,78407,78407884,DIBELS 8th Edition,Below Benchmark,293
7915642312,778487,778487801,DIBELS 8th Edition,Below Benchmark,283
7915533166,887401,887401008,DIBELS 8th Edition,Well Below Benchmark,251
7915193147,778487,778487805,DIBELS 8th Edition,At Benchmark,319
7912629287,35407,35407307,DIBELS 8th Edition,Above Benchmark,344
7912525534,820407,820407833,DIBELS 8th Edition,At Benchmark,312
7912258827,19488,19488807,DIBELS 8th Edition,Well Below Benchmark,277
7912258653,62477,62477808,DIBELS 8th Edition,Above Benchmark,567
7911825578,873401,873401802,DIBELS 8th Edition,Above Benchmark,335
7911399825,802407,802407803,DIBELS 8th Edition,Well Below Benchmark,246
7911622772,86172,86138003,DIBELS 8th Edition,At Benchmark,329
7911471639,78407,78407884,DIBELS 8th Edition,Above Benchmark,333
7914394285,819407,819407802,DIBELS 8th Edition,Above Benchmark,346
7914971163,821409,821409881,DIBELS 8th Edition,Above Benchmark,352
7914993529,820407,820407879,DIBELS 8th Edition,Well Below Benchmark,267
7914614123,820407,820407883,DIBELS 8th Edition,Below Benchmark,288
7914159336,806405,806405880,DIBELS 8th Edition,Well Below Benchmark,249
7914127232,820407,820407874,DIBELS 8th Edition,At Benchmark,311
7948878514,826480,826480808,DIBELS 8th Edition,Well Below Benchmark,250
7948753757,93484,93484807,DIBELS 8th Edition,Below Benchmark,296
7948569692,20401,20401804,DIBELS 8th Edition,Well Below Benchmark,277
7948134512,873401,873401809,DIBELS 8th Edition,Above Benchmark,396
7947426786,819402,819402807,DIBELS 8th Edition,Above Benchmark,362
7947412147,62477,62477803,DIBELS 8th Edition,Above Benchmark,509
7943325218,86136,,DIBELS 8th Edition,Above Benchmark,358
7943527616,93408,93408883,DIBELS 8th Edition,Above Benchmark,336
7949398864,784408,784408808,DIBELS 8th Edition,At Benchmark,314
7949633144,820403,820403807,DIBELS 8th Edition,Well Below Benchmark,247
7946883197,819402,819402807,DIBELS 8th Edition,Above Benchmark,354
7946881586,820403,820403802,DIBELS 8th Edition,Well Below Benchmark,263
7946946984,93408,93408881,DIBELS 8th Edition,Above Benchmark,430
7946659821,20401,20401802,DIBELS 8th Edition,Above Benchmark,336
7945796913,818406,818406807,DIBELS 8th Edition,Below Benchmark,297
7945924873,820407,820407874,DIBELS 8th Edition,Below Benchmark,296
7945252449,778487,778487805,DIBELS 8th Edition,At Benchmark,306
7945226641,820407,820407873,DIBELS 8th Edition,Below Benchmark,302
7942996591,20401,20401804,DIBELS 8th Edition,At Benchmark,330
7941681341,96407,96407808,DIBELS 8th Edition,Below Benchmark,300
7941569815,800402,800402807,DIBELS 8th Edition,At Benchmark,324
7941293516,48402,48402808,DIBELS 8th Edition,Well Below Benchmark,265
7944938711,848408,848408802,DIBELS 8th Edition,Above Benchmark,336
7944932772,60480,60480809,DIBELS 8th Edition,Below Benchmark,291
7688761754,819402,819402807,DIBELS 8th Edition,Below Benchmark,292
7688657128,7408,7408806,DIBELS 8th Edition,Well Below Benchmark,257
7688424649,848408,848408802,DIBELS 8th Edition,Above Benchmark,459
7687587962,89109,89109005,DIBELS 8th Edition,Above Benchmark,349
7683855133,873401,873401803,DIBELS 8th Edition,Well Below Benchmark,269
7683738834,888408,888408807,DIBELS 8th Edition,Well Below Benchmark,271
7683322652,844408,844408883,DIBELS 8th Edition,Above Benchmark,334
7683663969,774403,774403807,DIBELS 8th Edition,Above Benchmark,384
7683567115,844408,844408807,DIBELS 8th Edition,Below Benchmark,293
7683569484,,,DIBELS 8th Edition,Well Below Benchmark,262
7683255316,888408,888408802,DIBELS 8th Edition,Above Benchmark,344
7689547687,873401,873401803,DIBELS 8th Edition,Well Below Benchmark,261
7689482677,844407,844407809,DIBELS 8th Edition,Below Benchmark,283
7689475428,873401,873401803,DIBELS 8th Edition,Above Benchmark,350
7686731862,819407,819407804,DIBELS 8th Edition,Above Benchmark,361
7686572576,772189,772189008,DIBELS 8th Edition,Well Below Benchmark,254
7685345445,,,DIBELS 8th Edition,Well Below Benchmark,275
7685963997,888408,888408807,DIBELS 8th Edition,Well Below Benchmark,249
7685541675,820407,820407882,DIBELS 8th Edition,At Benchmark,329
7682812912,844407,844407801,DIBELS 8th Edition,Well Below Benchmark,243
7682938673,873401,873401803,DIBELS 8th Edition,At Benchmark,330
7682561667,844408,844408888,DIBELS 8th Edition,Below Benchmark,282
7681856773,93403,93403803,DIBELS 8th Edition,Above Benchmark,336
7681791928,820407,820407885,DIBELS 8th Edition,Below Benchmark,291
7681161431,78407,78407805,DIBELS 8th Edition,Well Below Benchmark,252
7684927658,62488,62488805,DIBELS 8th Edition,Below Benchmark,298
7684286543,844408,844408886,DIBELS 8th Edition,Above Benchmark,470
7678852935,833408,833408808,DIBELS 8th Edition,Well Below Benchmark,252
7678389624,80407,80407808,DIBELS 8th Edition,At Benchmark,326
7678621518,806405,806405880,DIBELS 8th Edition,Well Below Benchmark,259
7678232425,820403,820403805,DIBELS 8th Edition,Below Benchmark,292
7678143992,770486,770486803,DIBELS 8th Edition,Well Below Benchmark,257
7677323289,,,DIBELS 8th Edition,Well Below Benchmark,267
7677956977,5407,5407008,DIBELS 8th Edition,Above Benchmark,358
7677536531,78407,78407887,DIBELS 8th Edition,At Benchmark,306
7677482317,795407,795407808,DIBELS 8th Edition,At Benchmark,310
7673992773,15408,15408807,DIBELS 8th Edition,Well Below Benchmark,252
7673576599,27403,27403808,DIBELS 8th Edition,Above Benchmark,338
7673435849,,,DIBELS 8th Edition,Above Benchmark,399
7679825729,20401,20401803,DIBELS 8th Edition,Well Below Benchmark,262
7679687334,844408,844408883,DIBELS 8th Edition,Well Below Benchmark,266
7679613735,,,DIBELS 8th Edition,At Benchmark,319
7679221698,844408,,DIBELS 8th Edition,Well Below Benchmark,276
7679123157,820403,820403809,DIBELS 8th Edition,At Benchmark,316
7676398994,888408,888408807,DIBELS 8th Edition,Below Benchmark,285
7676995266,83403,83403808,DIBELS 8th Edition,At Benchmark,312
7676233479,62488,62488805,DIBELS 8th Edition,Above Benchmark,482
7676133771,,,DIBELS 8th Edition,At Benchmark,321
7675859245,,,DIBELS 8th Edition,Above Benchmark,342
7675346476,819409,819409808,DIBELS 8th Edition,Above Benchmark,411
7675286194,861408,861408808,DIBELS 8th Edition,Above Benchmark,355
7675197293,739402,739402808,DIBELS 8th Edition,Below Benchmark,282
7675112958,,,DIBELS 8th Edition,Below Benchmark,283
7672872353,,Mason,DIBELS 8th Edition,Well Below Benchmark,251
7672361747,93408,93408889,DIBELS 8th Edition,Above Benchmark,434
7672639549,848408,848408801,DIBELS 8th Edition,Above Benchmark,358
7672552989,43403,43403808,DIBELS 8th Edition,Above Benchmark,375
7672296219,844408,844408880,DIBELS 8th Edition,Above Benchmark,372
7672445673,48483,48483808,DIBELS 8th Edition,Above Benchmark,380
7671745881,800406,800406807,DIBELS 8th Edition,Well Below Benchmark,269
7671135657,778487,778487805,DIBELS 8th Edition,At Benchmark,319
7674897714,783408,783408808,DIBELS 8th Edition,Above Benchmark,339
7674611918,818402,818402803,DIBELS 8th Edition,Well Below Benchmark,268
7674176349,895409,895409807,DIBELS 8th Edition,Above Benchmark,408
7638849562,819402,819402806,DIBELS 8th Edition,Well Below Benchmark,263
7638345513,7408,7408806,DIBELS 8th Edition,Well Below Benchmark,257
7638622372,93403,93403803,DIBELS 8th Edition,Well Below Benchmark,260
7638512173,820405,820405809,DIBELS 8th Edition,Above Benchmark,401
7637559479,818406,818406807,DIBELS 8th Edition,Well Below Benchmark,258
7633567282,48489,48489808,DIBELS 8th Edition,Above Benchmark,333
7633233634,93409,93409808,DIBELS 8th Edition,Above Benchmark,355
7639776467,38488,38488807,DIBELS 8th Edition,Below Benchmark,287
7639754821,833403,833403807,DIBELS 8th Edition,Well Below Benchmark,256
7639372383,806405,806405802,DIBELS 8th Edition,Below Benchmark,305
7639329461,20401,20401802,DIBELS 8th Edition,At Benchmark,306
7639318571,873401,873401806,DIBELS 8th Edition,At Benchmark,318
7639295632,84406,84406808,DIBELS 8th Edition,Well Below Benchmark,256
7639216417,850409,850409008,DIBELS 8th Edition,Above Benchmark,345
7639183223,62488,62488803,DIBELS 8th Edition,At Benchmark,324
7639431387,820403,820403805,DIBELS 8th Edition,At Benchmark,318
7636996137,,,DIBELS 8th Edition,Below Benchmark,302
7636475339,85408,85408808,DIBELS 8th Edition,Below Benchmark,296
7635766933,861407,861407808,DIBELS 8th Edition,Above Benchmark,348
7635575938,27403,27403808,DIBELS 8th Edition,Below Benchmark,303
7635183577,770486,770486803,DIBELS 8th Edition,Above Benchmark,377
7635112978,48405,48405888,DIBELS 8th Edition,Well Below Benchmark,259
7635143944,844408,844408889,DIBELS 8th Edition,Below Benchmark,282
7632842476,93484,93484809,DIBELS 8th Edition,Above Benchmark,360
7632945345,27403,27403808,DIBELS 8th Edition,Below Benchmark,291
7631782827,844408,844408885,DIBELS 8th Edition,At Benchmark,318
7631377273,78407,78407887,DIBELS 8th Edition,Above Benchmark,391
7631316457,739405,739405808,DIBELS 8th Edition,Below Benchmark,300
7631954347,820405,820405802,DIBELS 8th Edition,Well Below Benchmark,252
7631279669,48405,48405888,DIBELS 8th Edition,Well Below Benchmark,256
7631144197,32402,32402803,DIBELS 8th Edition,Well Below Benchmark,256
7631491946,778409,778409807,DIBELS 8th Edition,Below Benchmark,283
7631494321,58109,58109008,DIBELS 8th Edition,At Benchmark,315
7634798268,,,DIBELS 8th Edition,Below Benchmark,297
7634681245,770486,770486803,DIBELS 8th Edition,Well Below Benchmark,256
7698844887,35407,35407307,DIBELS 8th Edition,Above Benchmark,353
7698359512,820407,820407876,DIBELS 8th Edition,Above Benchmark,351
7698146849,844408,844408802,DIBELS 8th Edition,Below Benchmark,288
7698454213,821101,821101808,DIBELS 8th Edition,At Benchmark,321
7697646675,62488,62488803,DIBELS 8th Edition,Well Below Benchmark,247
7693136431,48406,48406808,DIBELS 8th Edition,Above Benchmark,339
7693453959,820407,820407878,DIBELS 8th Edition,Well Below Benchmark,261
7699574822,819407,819407802,DIBELS 8th Edition,Below Benchmark,290
7699545274,853407,853407008,DIBELS 8th Edition,Well Below Benchmark,272
7699441758,708480,708480809,DIBELS 8th Edition,Below Benchmark,288
7696312172,86487,86487801,DIBELS 8th Edition,Well Below Benchmark,265
7692378393,819407,819407804,DIBELS 8th Edition,Below Benchmark,292
7691784124,778409,778409807,DIBELS 8th Edition,Above Benchmark,347
7694886657,778487,778487808,DIBELS 8th Edition,Above Benchmark,340
7694776549,888408,888408805,DIBELS 8th Edition,Well Below Benchmark,243
7694741145,62477,62477801,DIBELS 8th Edition,Above Benchmark,335
7694473842,874406,874406809,DIBELS 8th Edition,Above Benchmark,465
7668847832,93484,93484807,DIBELS 8th Edition,Well Below Benchmark,268
7668786612,820405,820405805,DIBELS 8th Edition,Below Benchmark,283
7668951981,819409,819409808,DIBELS 8th Edition,Above Benchmark,332
7668695263,86136,86136009,DIBELS 8th Edition,Well Below Benchmark,256
7663815946,,,DIBELS 8th Edition,Below Benchmark,301
7663782987,867480,867480808,DIBELS 8th Edition,At Benchmark,321
7663386614,778108,778108053,DIBELS 8th Edition,Well Below Benchmark,247
7663586617,875488,875488808,DIBELS 8th Edition,Well Below Benchmark,260
7663277936,806405,806405803,DIBELS 8th Edition,Well Below Benchmark,243
7669843413,62488,62488805,DIBELS 8th Edition,Above Benchmark,383
7669711996,819409,819409808,DIBELS 8th Edition,Below Benchmark,294
7669563266,773408,773408807,DIBELS 8th Edition,Above Benchmark,372
7669546567,872409,872409808,DIBELS 8th Edition,Below Benchmark,288
7669243483,848408,848408887,DIBELS 8th Edition,Well Below Benchmark,265
7665574257,875488,875488808,DIBELS 8th Edition,Well Below Benchmark,250
7665596233,20401,20401805,DIBELS 8th Edition,Well Below Benchmark,245
7665569669,800401,800401808,DIBELS 8th Edition,Well Below Benchmark,243
7665122978,819409,819409808,DIBELS 8th Edition,Above Benchmark,363
7662788718,801102,801102802,DIBELS 8th Edition,Well Below Benchmark,251
7662356683,826480,826480808,DIBELS 8th Edition,Well Below Benchmark,256
7662912923,51107,51107008,DIBELS 8th Edition,Below Benchmark,304
7662947783,818402,818402803,DIBELS 8th Edition,At Benchmark,308
7661775755,,,DIBELS 8th Edition,Above Benchmark,358
7661319178,888408,888408809,DIBELS 8th Edition,Well Below Benchmark,250
7661957891,778409,778409807,DIBELS 8th Edition,Well Below Benchmark,260
7661181127,,,DIBELS 8th Edition,Above Benchmark,332
7664386349,93408,93408806,DIBELS 8th Edition,Below Benchmark,291
7664361284,1407,1407809,DIBELS 8th Edition,Below Benchmark,286
7664158425,834404,834404804,DIBELS 8th Edition,At Benchmark,314
7658754813,13407,13407008,DIBELS 8th Edition,Well Below Benchmark,258
7658234657,863409,863409808,DIBELS 8th Edition,Below Benchmark,304
7657875948,760405,760405808,DIBELS 8th Edition,Well Below Benchmark,243
7657619165,867480,867480808,DIBELS 8th Edition,Above Benchmark,384
7657619496,884407,884407808,DIBELS 8th Edition,Above Benchmark,465
7657542348,75407,75407808,DIBELS 8th Edition,At Benchmark,331
7653769541,801102,801102878,DIBELS 8th Edition,Well Below Benchmark,252
7659267636,800401,800401808,DIBELS 8th Edition,Below Benchmark,293
7659145153,7408,7408806,DIBELS 8th Edition,Well Below Benchmark,247
7656341787,47405,47405807,DIBELS 8th Edition,Well Below Benchmark,245
7656934488,84489,84489808,DIBELS 8th Edition,Well Below Benchmark,247
7656138468,820407,820407878,DIBELS 8th Edition,At Benchmark,323
7656484215,888408,888408807,DIBELS 8th Edition,Well Below Benchmark,276
7655871217,8407,8407803,DIBELS 8th Edition,Above Benchmark,404
7655825916,875408,875408803,DIBELS 8th Edition,Below Benchmark,285
7655389318,93408,93408883,DIBELS 8th Edition,Well Below Benchmark,258
7655953792,86172,86172007,DIBELS 8th Edition,Above Benchmark,341
7651819553,,,DIBELS 8th Edition,Above Benchmark,367
7651812459,820407,820407877,DIBELS 8th Edition,Well Below Benchmark,258
7651732892,778409,778409807,DIBELS 8th Edition,Below Benchmark,290
7651767632,84406,84406808,DIBELS 8th Edition,Below Benchmark,294
7651126945,29402,808,DIBELS 8th Edition,At Benchmark,326
7654735969,863409,863409808,DIBELS 8th Edition,Below Benchmark,288
7654726976,873401,873401809,DIBELS 8th Edition,Well Below Benchmark,252
7654436483,820407,820407876,DIBELS 8th Edition,Below Benchmark,280
7628579535,60480,60480880,DIBELS 8th Edition,At Benchmark,314
7628251514,875408,875408807,DIBELS 8th Edition,Well Below Benchmark,252
7627873897,83408,83408806,DIBELS 8th Edition,Well Below Benchmark,265
7627863428,62488,62488808,DIBELS 8th Edition,Below Benchmark,290
7627353815,94405,94405008,DIBELS 8th Edition,Above Benchmark,335
7623755664,798409,798409807,DIBELS 8th Edition,Well Below Benchmark,252
7623727762,874409,874409808,DIBELS 8th Edition,Well Below Benchmark,270
7623931614,801102,801102844,DIBELS 8th Edition,Below Benchmark,293
7629735691,867407,867407808,DIBELS 8th Edition,Below Benchmark,296
7629769642,820407,820407876,DIBELS 8th Edition,Above Benchmark,355
7629748829,806405,806405808,DIBELS 8th Edition,At Benchmark,315
7629931541,848408,848408887,DIBELS 8th Edition,Well Below Benchmark,266
7629579691,1407,1407807,DIBELS 8th Edition,At Benchmark,316
7626378662,19107,19107007,DIBELS 8th Edition,Above Benchmark,366
7626592946,888408,888408802,DIBELS 8th Edition,Above Benchmark,333
7626284327,778108,778108039,DIBELS 8th Edition,Above Benchmark,340
7626159779,820407,820407875,DIBELS 8th Edition,Above Benchmark,333
7626483824,873401,873401802,DIBELS 8th Edition,Above Benchmark,347
7625883762,875488,875488808,DIBELS 8th Edition,Well Below Benchmark,276
7625254725,62488,62488803,DIBELS 8th Edition,Above Benchmark,340
7622945154,48405,48405880,DIBELS 8th Edition,Well Below Benchmark,264
7621961166,874406,874406803,DIBELS 8th Edition,At Benchmark,311
7624868461,,,DIBELS 8th Edition,Well Below Benchmark,267
7624716865,808406,808406805,IDEL Standard 3 Period,Benchmark,
7624342885,778487,778487801,DIBELS 8th Edition,At Benchmark,312
7618312683,62488,62488808,DIBELS 8th Edition,Above Benchmark,517
7618637384,795407,795407808,DIBELS 8th Edition,At Benchmark,315
7618477882,899408,899408808,DIBELS 8th Edition,Above Benchmark,341
7617566279,86172,86138006,DIBELS 8th Edition,Above Benchmark,338
7617234772,844408,844408889,DIBELS 8th Edition,Well Below Benchmark,244
7617468262,,,DIBELS 8th Edition,Above Benchmark,385
7619831861,826480,826480808,DIBELS 8th Edition,At Benchmark,307
7619567468,795402,795402807,DIBELS 8th Edition,Above Benchmark,374
7616249123,818402,818402803,DIBELS 8th Edition,Well Below Benchmark,273
7615828672,62484,62484808,DIBELS 8th Edition,Well Below Benchmark,249
7615925838,93107,93107808,DIBELS 8th Edition,Below Benchmark,290
7615224698,778487,778487801,DIBELS 8th Edition,Above Benchmark,381
7615242629,86487,86487802,DIBELS 8th Edition,Above Benchmark,348
7615183632,93403,93403803,DIBELS 8th Edition,Below Benchmark,303
7611668952,820407,820407878,DIBELS 8th Edition,Below Benchmark,296
7611615923,820407,820407872,DIBELS 8th Edition,At Benchmark,325
7611518346,820407,820407886,DIBELS 8th Edition,Below Benchmark,291
7614343774,848408,848408802,DIBELS 8th Edition,Above Benchmark,358
7614925587,820405,820405804,DIBELS 8th Edition,At Benchmark,312
7614155785,808407,808407863,DIBELS 8th Edition,Well Below Benchmark,258
7648796698,888408,888408802,DIBELS 8th Edition,Above Benchmark,338
7643322996,86136,86136003,DIBELS 8th Edition,Well Below Benchmark,253
7643911542,818402,818402807,DIBELS 8th Edition,Well Below Benchmark,274
7643592617,86136,86136001,DIBELS 8th Edition,At Benchmark,308
7643132871,844408,844408883,DIBELS 8th Edition,Below Benchmark,303
7643123271,62477,62477801,DIBELS 8th Edition,Below Benchmark,285
7649771438,787406,787406807,DIBELS 8th Edition,At Benchmark,306
7649627356,27403,27403808,DIBELS 8th Edition,At Benchmark,323
7649216354,29402,808,DIBELS 8th Edition,At Benchmark,323
7646867769,20401,20401809,DIBELS 8th Edition,Well Below Benchmark,248
7646765173,89109,89109002,DIBELS 8th Edition,Well Below Benchmark,252
7646716659,800406,800406807,DIBELS 8th Edition,Above Benchmark,359
7646337994,48405,48405888,DIBELS 8th Edition,Above Benchmark,375
7642772435,820407,820407881,DIBELS 8th Edition,Above Benchmark,342
7642157911,27403,27403808,DIBELS 8th Edition,Below Benchmark,285
7641369718,801102,801102834,DIBELS 8th Edition,Well Below Benchmark,254
7644196186,,,DIBELS 8th Edition,Well Below Benchmark,257
7588978436,820403,820403805,DIBELS 8th Edition,At Benchmark,328
7588915113,815407,815407807,DIBELS 8th Edition,Well Below Benchmark,264
7588662196,778108,778108060,DIBELS 8th Edition,Below Benchmark,285
7588534975,819407,819407805,DIBELS 8th Edition,At Benchmark,330
7588227149,62477,62477805,DIBELS 8th Edition,Well Below Benchmark,258
7587732146,819402,819402809,DIBELS 8th Edition,Well Below Benchmark,267
7587921852,806405,806405802,DIBELS 8th Edition,At Benchmark,306
7587285877,20401,20401804,DIBELS 8th Edition,Above Benchmark,371
7587259779,800402,800402807,DIBELS 8th Edition,Well Below Benchmark,270
7587138387,48406,48406808,DIBELS 8th Edition,Below Benchmark,291
7587451535,820405,820405802,DIBELS 8th Edition,Above Benchmark,333
7583852678,86172,86172007,DIBELS 8th Edition,At Benchmark,310
7583349317,778108,778108033,DIBELS 8th Edition,Below Benchmark,282
7583588187,2409,2409808,DIBELS 8th Edition,At Benchmark,330
7583599613,93408,93408807,DIBELS 8th Edition,At Benchmark,316
7583472958,874480,874480808,DIBELS 8th Edition,Above Benchmark,376
7589764871,874409,874409808,DIBELS 8th Edition,At Benchmark,323
7589641327,820407,820407870,DIBELS 8th Edition,Well Below Benchmark,270
7589543522,774403,774403807,DIBELS 8th Edition,Well Below Benchmark,276
7586879317,867403,867403808,DIBELS 8th Edition,At Benchmark,314
7586655322,820407,820407838,DIBELS 8th Edition,Above Benchmark,384
7586276487,,,DIBELS 8th Edition,Well Below Benchmark,267
7586469251,848408,848408887,DIBELS 8th Edition,Well Below Benchmark,265
7585599619,800402,800402807,DIBELS 8th Edition,Above Benchmark,385
7585259571,93408,93408805,DIBELS 8th Edition,Well Below Benchmark,252
7582337537,873480,873480876,DIBELS 8th Edition,Well Below Benchmark,245
7582642641,808186,808186808,DIBELS 8th Edition,Below Benchmark,289
7582642431,806405,806405801,DIBELS 8th Edition,Well Below Benchmark,256
7582117481,801102,801102884,DIBELS 8th Edition,Well Below Benchmark,276
7582149971,888408,888408805,DIBELS 8th Edition,Below Benchmark,281
7581767196,819402,819402808,DIBELS 8th Edition,Above Benchmark,358
7581212743,48405,48405880,DIBELS 8th Edition,Well Below Benchmark,249
7581122145,20401,20401801,DIBELS 8th Edition,At Benchmark,312
7584332476,806405,806405880,DIBELS 8th Edition,Well Below Benchmark,279
7584229942,89109,89109005,DIBELS 8th Edition,Well Below Benchmark,267
7584145822,833403,833403807,DIBELS 8th Edition,At Benchmark,317
7584422676,874480,874480808,DIBELS 8th Edition,Below Benchmark,291
7578848334,,Mason,DIBELS 8th Edition,At Benchmark,321
7578988633,834488,834488807,DIBELS 8th Edition,Well Below Benchmark,247
7578595346,806405,806405886,DIBELS 8th Edition,Well Below Benchmark,278
7578216734,93484,93484807,DIBELS 8th Edition,Above Benchmark,384
7577822359,844408,844408803,DIBELS 8th Edition,Below Benchmark,305
7577342836,48401,48401807,DIBELS 8th Edition,At Benchmark,307
7577456455,27403,27403808,DIBELS 8th Edition,At Benchmark,324
7577414758,860408,860408808,DIBELS 8th Edition,Below Benchmark,289
7573723539,801102,801102831,DIBELS 8th Edition,Well Below Benchmark,247
7573673448,800406,800406806,DIBELS 8th Edition,Below Benchmark,283
7573139634,86136,86136006,DIBELS 8th Edition,Above Benchmark,340
7579591327,795406,795406008,DIBELS 8th Edition,Above Benchmark,354
7579129167,819402,819402808,DIBELS 8th Edition,At Benchmark,315
7579117379,834488,834488808,DIBELS 8th Edition,Below Benchmark,305
7576889676,841408,841408808,DIBELS 8th Edition,Below Benchmark,295
7576673399,89109,89109005,DIBELS 8th Edition,Above Benchmark,363
7576484826,820403,820403806,DIBELS 8th Edition,Well Below Benchmark,251
7575959767,62488,62488808,DIBELS 8th Edition,Above Benchmark,391
7575165231,800406,800406806,DIBELS 8th Edition,Well Below Benchmark,253
7575458198,802407,802407808,DIBELS 8th Edition,Well Below Benchmark,279
